,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,InventoryID,Description,ItemStatus,ItemClass,Type,ValuationMethod,PlanningMethod,PostingClass,TaxCategory,DefaultWarehouse,DefaultReceivingLocation,DefaultIssueLocation,BaseUnit,SalesUnit,PurchaseUnit,MfgDfltMarkFor,MakeToOrder,DefaultVendorIDUS,DefaultVendorIDCA,InvPlanningSource,EDGQBID,EDLQBID,EDGOldName,EDLOldName,PiecesOfMedia,PriceGroup,ItemHeight,ItemWidth,ItemIsMetric,VendorItemID,CycleID,SalesAccount,SalesSubAccount,SafetyStock,ReorderPoint,MinOrderQty,MaxOrderQty,LeadTime,ItemHeightText,ItemWidthText
,2PG12151/2C24TX               ,12 X 15 1/2 X 2 CARBON 24 VOLT HEAVY DUTY PANEL TANDEM EXACT,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,800043A4-1625058984,NULL,NULL,2,NULL,15.5,12,FALSE,NULL,101,40200,0,0,0,0,0,0,15 1/2,12
,2PG1223C24TEX                 ,"12 X 23 X 2 CARBON 24 VOLT HEAVY DUTY PANEL TANDEM ELECTRICAL, EXACT",AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80002186-1724880190,80004D2D-1723060931,NULL,NULL,2,NULL,23,12,FALSE,NULL,101,40200,0,0,0,0,0,0,23,12
,2PG1224C24                    ,12 X 24 X 2 CARBON 24 VOLT HEAVY DUTY PANEL,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,800015CB-1632256868,80004421-1627480658,NULL,NULL,2,NULL,24,12,FALSE,NULL,101,40200,0,0,0,0,0,0,24,12
,2PG1224C24T                   ,12 X 24 X 2 CARBON 24 VOLT TANDEM HEAVY DUTY PANEL,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000172A-1640621966,8000458A-1636576640,NULL,NULL,2,NULL,24,12,FALSE,NULL,101,40200,0,0,0,0,0,0,24,12
,2PG1248C24                    ,12 X 48 X 2 CARBON 24 VOLT PANEL TANDEM HEAVY DUTY,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000172A-1640621966,8000458A-1636576640,NULL,NULL,2,NULL,48,12,FALSE,NULL,101,40200,0,0,0,0,0,0,48,12
,2PG131/211C24TX               ,13 1/2 X 11 X 2 CARBON 24 VOLT HEAVY DUTY PANEL TANDEM EXACT,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000158D-1631386771,8000449B-1629311414,NULL,NULL,2,NULL,11,13.5,FALSE,NULL,101,40200,0,0,0,0,0,0,11,13 1/2
,2PG133/4111/4C24TX            ,13 3/4 X 11 1/4 X 2 CARBON 24 VOLT HEAVY DUTY PANEL TANDEM EXACT,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000158D-1631386771,8000449B-1629311414,NULL,NULL,2,NULL,11.25,13.75,FALSE,NULL,101,40200,0,0,0,0,0,0,11 1/4,13 3/4
,2PG1410C24T                   ,14 X 10 X 2 CARBON 24 VOLT HEAVY DUTY PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,80004552-1634061021,NULL,NULL,2,NULL,10,14,FALSE,NULL,101,40200,0,0,0,0,0,0,10,14
,2PG1420C24T                   ,14 X 20 X 2 CARBON 24 VOLT HEAVY DUTY PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,NULL,NULL,NULL,2,NULL,20,14,FALSE,NULL,101,40200,0,0,0,0,0,0,20,14
,2PG151/2243/4C24X             ,15 1/2 X 24 3/4 X 2 CARBON 24 VOLT HEAVY DUTY PANEL EXACT,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80002146-1723119977,80004D12-1721930492,NULL,NULL,2,NULL,24.75,15.5,FALSE,NULL,101,40200,0,0,0,0,0,0,24 3/4,15 1/2
,2P25481/4C24                  ,25 X 48 1/4 X 2 CARBON 24 VOLT PANEL,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000162C-1635012610,80004472-1628712369,NULL,NULL,4,NULL,48.25,25,FALSE,NULL,101,40100,0,0,0,0,0,0,48 1/4,25
,2P2548C24                     ,25 X 48 X 2 CARBON 24 VOLT PANEL,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80000837-1626930340,80001914-1246996944,NULL,NULL,4,NULL,48,25,FALSE,NULL,101,40100,0,0,0,0,0,0,48,25
,2P257/8151/2C24TX             ,25 7/8 X 15 1/2 X 2 CARBON 24 VOLT PANEL TANDEM EXACT,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80000838-1626930341,800040E5-1611684320,NULL,NULL,2,NULL,15.5,25.875,FALSE,NULL,101,40100,0,0,0,0,0,0,15 1/2,25 7/8
,2P261/2151/2C24T              ,26 1/2 X 151/2 X 2 CARBON 24 VOLT PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80000839-1626930341,8000424E-1618495296,NULL,NULL,4,NULL,15.5,26.5,FALSE,NULL,101,40100,0,0,0,0,0,0,15 1/2,26 1/2
,2P261/2153/4C24T              ,26 1/2 X 15 3/4 X 2 CARBON 24 VOLT PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80001775-1643234298,8000464C-1642511221,NULL,NULL,4,NULL,15.75,26.5,FALSE,NULL,101,40100,0,0,0,0,0,0,15 3/4,26 1/2
,2P261/216C24T                 ,26 1/2 X 16 X 2 CARBON 24 VOLT PANEL TRANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000083A-1626930342,80003FA0-1605645079,NULL,NULL,4,NULL,16,26.5,FALSE,NULL,101,40100,0,0,0,0,0,0,16,26 1/2
,2P261/220C24T                 ,26 1/2 X 20 X 2 CARBON 24 VOLT PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000083B-1626930343,8000319E-1472054538,NULL,NULL,4,NULL,20,26.5,FALSE,NULL,101,40100,0,0,0,0,0,0,20,26 1/2
,2P261/2241/2C24T              ,26 1/2 X 24 1/2 X 2 CARBON 24 VOLT PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80001999-1658960936,800046D6-1648554452,NULL,NULL,4,NULL,24.5,26.5,FALSE,NULL,101,40100,0,0,0,0,0,0,24 1/2,26 1/2
,2P261/224C24T                 ,26 1/2 X 24 X 2 CARBON 24 VOLT PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,80001F2B-1314984918,NULL,NULL,4,NULL,24,26.5,FALSE,NULL,101,40100,0,0,0,0,0,0,24,26 1/2
,2P261/225C24T                 ,26 1/2 X 25 X 2 CARBON 24 VOLT PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,80003FFC-1607614423,NULL,NULL,4,NULL,25,26.5,FALSE,NULL,101,40100,0,0,0,0,0,0,25,26 1/2
,2P2612C24T                    ,26 X 12 X 2 CARBON 24 VOLT PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000083C-1626930344,80003D5E-1585922593,NULL,NULL,4,NULL,12,26,FALSE,NULL,101,40100,0,0,0,0,0,0,12,26
,2P235/8113/4C24T              ,23 5/8 X 11 3/4 X 2 CARBON 24 VOLT PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,800007FF-1626930286,80003ADD-1562095281,NULL,NULL,4,NULL,11.75,23.625,FALSE,NULL,101,40100,0,0,0,0,0,0,11 3/4,23 5/8
,2P235/8173/4C24T              ,23 5/8 X 17 3/4 X 2 CARBON 24 VOLT PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80000800-1626930287,80003ADF-1562095396,NULL,NULL,4,NULL,17.75,23.625,FALSE,NULL,101,40100,0,0,0,0,0,0,17 3/4,23 5/8
,2P235/8235/8C24T              ,23 5/8 X 23 5/8 X 2 CARBON 24 VOLT PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80000801-1626930288,80003ADE-1562095339,NULL,NULL,4,NULL,23.625,23.625,FALSE,NULL,101,40100,0,0,0,0,0,0,23 5/8,23 5/8
,2P237/8191/2C24TX             ,"23 7/8 X 19 1/2 X 2 CARBON, 24 VOLT PANEL TANDEM EXACT",AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80001DBD-1683754122,80004A0D-1683038302,NULL,NULL,2,NULL,19.5,23.875,FALSE,NULL,101,40100,0,0,0,0,0,0,19 1/2,23 7/8
,2P237/8241/2C24TX             ,23 7/8 X 24 1/2 X 2 CARBON 24 VOLT PANEL TANDEM EXACT,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80000802-1626930290,800040D6-1611680713,NULL,NULL,2,NULL,24.5,23.875,FALSE,NULL,101,40100,0,0,0,0,0,0,24 1/2,23 7/8
,2P241/216C24T                 ,24 1/2 X 16 X 2 CARBON 24 VOLT PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,80003113-1464719029,NULL,NULL,4,NULL,16,24.5,FALSE,NULL,101,40100,0,0,0,0,0,0,16,24 1/2
,2P241/240C24X                 ,"24 1/2 X 40 X 2 CARBON 24 VOLT PANEL, W/ 2 MEDIA PADS EXACT",AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80000803-1626930291,800040E7-1611760769,NULL,NULL,4,NULL,40,24.5,FALSE,NULL,101,40200,0,0,0,0,0,0,40,24 1/2
,2P241/2471/2C24               ,24 1/2 X 47 1/2 X 2 CARBON 24 VOLT PANEL,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80000804-1626930292,80004111-1612268097,NULL,NULL,4,NULL,47.5,24.5,FALSE,NULL,101,40100,0,0,0,0,0,0,47 1/2,24 1/2
,2P241/2581/4C24               ,"24 1/2 X 58 1/4 X 2"" COMMERCIAL PANEL FILTER",AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,80004353-1622732264,NULL,NULL,4,NULL,58.25,24.5,FALSE,NULL,101,40100,0,0,0,0,0,0,58 1/4,24 1/2
,2P241/416C24T                 ,24 1/4 X 16 X 2 CARBON 24 VOLT PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80000805-1626930293,80004289-1619467677,NULL,NULL,4,NULL,16,24.25,FALSE,NULL,101,40100,0,0,0,0,0,0,16,24 1/4
,2P24391/2C24                  ,24 X 39 1/2 X 2 CARBON 24 VOLT PANEL,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,80002D43-1439469664,NULL,NULL,4,NULL,39.5,24,FALSE,NULL,101,40100,0,0,0,0,0,0,39 1/2,24
,2P2440C24                     ,24 X 40 X 2  24 VOLT CARBON PANEL,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80000820-1626930319,800017C5-1232548781,NULL,NULL,4,NULL,40,24,FALSE,NULL,101,40100,0,0,0,0,0,0,40,24
,2P2443C24                     ,24 X 43 X 2 CARBON 24 VOLT PANEL,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80000821-1626930319,800041EE-1615479048,NULL,NULL,4,NULL,43,24,FALSE,NULL,101,40100,0,0,0,0,0,0,43,24
,2P2444C24                     ,24 X 44 X 2 CARBON 24 VOLT PANEL,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80001E34-1689869356,80004A64-1687291779,NULL,NULL,4,NULL,44,24,FALSE,NULL,101,40200,0,0,0,0,0,0,44,24
,2P2446C24                     ,24 X 46 X 2 CARBON 24 VOLT PANEL,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,80003F9C-1605639656,NULL,NULL,4,NULL,46,24,FALSE,NULL,101,40100,0,0,0,0,0,0,46,24
,2P24471/2C24                  ,24 X 47 1/2 X 2 CARBON 24 VOLT PANEL,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,800014E6-1630251617,800043E0-1626879654,NULL,NULL,4,NULL,47.5,24,FALSE,NULL,101,40100,0,0,0,0,0,0,47 1/2,24
,2P2447C24                     ,24 X 47 X 2 CARBON 24 VOLT PANEL,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80000822-1626930320,80003FC7-1606230782,NULL,NULL,4,NULL,47,24,FALSE,NULL,101,40100,0,0,0,0,0,0,47,24
,2P2448C24                     ,24 X 48 X 2 CARBON 24 VOLT PANEL,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,80002D44-1439470723,NULL,NULL,4,NULL,48,24,FALSE,NULL,101,40100,0,0,0,0,0,0,48,24
,2P2450C24                     ,24 X 50 X 2 CARBON 24 VOLT PANEL,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80000823-1626930321,80003BCB-1570638190,NULL,NULL,4,NULL,50,24,FALSE,NULL,101,40100,0,0,0,0,0,0,50,24
,2P245245C24X                  ,"245 MM X 245 MM X 50 MM CARBON 24 VOLT PANEL, W/ 2 MEDIA PADS EXACT",AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80000824-1626930322,80003BAC-1569349126,NULL,NULL,4,NULL,245,245,TRUE,NULL,101,40200,0,0,0,0,0,0,245,245
,2P247/816C24TX                ,24 7/8 X 16 X 2 CARBON 24 VOLT PANEL TANDEM EXACT,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80001DBC-1683754015,80004A0C-1683038260,NULL,NULL,2,NULL,16,24.875,FALSE,NULL,101,40100,0,0,0,0,0,0,16,24 7/8
,2P2824C24T                    ,28 X 24 X 2 CARBON 24 VOLT PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80000860-1626930377,80000BDB-1171040142,NULL,NULL,4,NULL,24,28,FALSE,NULL,101,40100,0,0,0,0,0,0,24,28
,2P287/8131/2C24TX             ,"28 7/8 X 13 1/2 X 2 CARBON, 24 VOLT PANEL TANDEM EXACT",AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80001DCA-1684419036,80004A07-1682968788,NULL,NULL,2,NULL,13.5,28.875,FALSE,NULL,101,40100,0,0,0,0,0,0,13 1/2,28 7/8
,2P301/244C24                  ,30 1/2 X 44 X 2 CARBON 24 VOLT PANEL,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000087F-1626930405,80004300-1622130564,NULL,NULL,4,NULL,44,30.5,FALSE,NULL,101,40100,0,0,0,0,0,0,44,30 1/2
,2P311/212C24TEX               ,31 1/2  X 12  X 2 CARBON 24 VOLT PANEL ELECTRICAL TANDEM EXACT,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,80002A9F-1418224395,NULL,NULL,4,NULL,12,31.5,FALSE,NULL,101,40100,0,0,0,0,0,0,12,31 1/2
,2P3225C24T                    ,32 X 25 X 2 CARBON PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,800008B4-1626930454,80001793-1227708154,NULL,NULL,2,NULL,25,32,FALSE,NULL,101,40100,0,0,0,0,0,0,25,32
,2P3416C24T                    ,34 X 16 X 2 CARBON 24 VOLT PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,800008CE-1626930478,800022DF-1345578517,NULL,NULL,4,NULL,16,34,FALSE,NULL,101,40100,0,0,0,0,0,0,16,34
,2P3624C24TE                   ,36 X 24 X 2 CARBON 24 VOLT PANEL ELECTRICAL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80001ED8-1699894031,8000125E-1183742419,NULL,NULL,2,NULL,24,36,FALSE,NULL,101,40100,0,0,0,0,0,0,24,36
,2P391/420C24T                 ,39 1/4 X 20 X 2 CARBON 24 VOLT PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80000901-1626930522,80003C5E-1575991637,NULL,NULL,4,NULL,20,39.25,FALSE,NULL,101,40100,0,0,0,0,0,0,20,39 1/4
,2P592592C24TEX                ,592 MM X 592 MM X 50 MM CARBON 24 VOLT PANEL TANDEM ELECTRICAL EXACT,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,800037EC-1538056364,NULL,NULL,4,NULL,592,592,TRUE,NULL,101,40200,0,0,0,0,0,0,592,592
,2PG151/239C24                 ,15 1/2 X 39 X 2 CARBON 24 VOLT HEAVY DUTY PANEL,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,800045BE-1637265161,NULL,NULL,2,NULL,39,15.5,FALSE,NULL,101,40200,0,0,0,0,0,0,39,15 1/2
,2PG151/239C24X                ,15 1/2 X 39 X 2 CARBON 24 VOLT HEAVY DUTY PANEL EXACT,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000173B-1641501118,800045C3-1637265596,NULL,NULL,2,NULL,39,15.5,FALSE,NULL,101,40200,0,0,0,0,0,0,39,15 1/2
,2P271/212C24TEX               ,27 1/2  X 12  X 2 CARBON 24 VOLT PANEL ELECTRICAL TANDEM EXACT,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,80002A9D-1418223873,NULL,NULL,4,NULL,12,27.5,FALSE,NULL,101,40100,0,0,0,0,0,0,12,27 1/2
,2P271/2151/2C24TX             ,27 1/2 X 15 1/2 X 2 CARBON 24 VOLT PANEL TANDEM EXACT,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80001E0F-1687380070,80004A50-1686236748,NULL,NULL,2,NULL,15.5,27.5,FALSE,NULL,101,40100,0,0,0,0,0,0,15 1/2,27 1/2
,2P271/216C24T                 ,27 1/2 X 16 X 2 CARBON 24 VOLT PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80001F6D-1707842032,800041DC-1615237873,NULL,NULL,2,NULL,16,27.5,FALSE,NULL,101,40100,0,0,0,0,0,0,16,27 1/2
,2P271/2193/4C24T              ,27 1/2 X 19 3/4 X 2 CARBON 24 VOLT PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80000849-1626930356,800042B1-1620397525,NULL,NULL,4,NULL,19.75,27.5,FALSE,NULL,101,40100,0,0,0,0,0,0,19 3/4,27 1/2
,2P271/2193/8C24TX             ,27 1/2 X 19 3/8 X 2 CARBON 24 VOLT PANEL TANDEM EXACT,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,800031D6-1475000820,NULL,NULL,2,NULL,19.375,27.5,FALSE,NULL,101,40100,0,0,0,0,0,0,19 3/8,27 1/2
,2P271/220C24T                 ,27 1/2 X 20 X 2 CARBON 24 VOLT PANEL,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000084A-1626930357,80004005-1608064914,NULL,NULL,4,NULL,20,27.5,FALSE,NULL,101,40100,0,0,0,0,0,0,20,27 1/2
,2P271/2231/2C24T              ,27 1/2 X 23 1/2 X 2 CARBON 24 VOLT PANEL TANDEM,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000084B-1626930357,800042CA-1620913518,NULL,NULL,4,NULL,23.5,27.5,FALSE,NULL,101,40100,0,0,0,0,0,0,23 1/2,27 1/2
,2P271/2231/2C24TEX            ,27 1/2 X 23 1/2 X 2 CARBON 24 VOLT PANEL ELECTRICAL TANDEM EXACT,AC,2INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,800027ED-1394470242,NULL,NULL,4,NULL,23.5,27.5,FALSE,NULL,101,40100,0,0,0,0,0,0,23 1/2,27 1/2
